Z 63,100,44,69,88,92,7,97,19,78,94,51,34,9,78,91,5,50,68,51,1,17,15,93,100,0,63,55,21,62,87,35,51,76,61,21,76,70,7,86,32,7,3,33,89,57,25,24,60,100,61,71,38,5,59,87,60,51,87,81,83,80,95,12,30,43,100,27,77,48,16,1,20,7,87,20,95,47,59,3,36,33,99,59,34,18,17,81,76,90,46,46,89,100,37,46,55,59,12,75
a 83,32,59,43,16,96,48,84,45,10,77,49,19,89,2,95,45,63,24,44,31,81,6,59,49,63,0,97,61,35,66,82,43,95,88,45,8,87,49,80,2,89,78,61,50,52,56,57,89,53,19,87,9,75,51,92,8,3,29,100,49,51,44,74,63,43,82,17,39,9,30,95,98,89,55,45,44,8,1,94,66,74,90,57,58,67,69,22,95,47,72,44,19,7,78,62,100,46,79,80
b 76,19,15,68,97,33,32,30,25,70,88,15,83,22,9,89,14,60,18,90,22,79,80,8,84,55,97,0,73,94,28,67,13,56,30,84,28,26,33,26,51,72,38,47,41,8,80,43,13,21,38,19,91,38,63,10,30,30,46,97,47,97,94,21,34,49,45,36,13,64,21,58,20,18,31,43,98,25,64,27,91,82,16,39,75,58,81,43,47,93,76,80,37,74,43,2,20,1,9,7
c 32,21,31,47,86,26,51,62,91,9,9,10,43,12,98,33,50,98,93,22,75,80,29,14,7,21,61,73,0,97,3,33,33,91,74,2,68,37,68,81,17,77,12,72,85,26,96,72,20,9,70,37,99,64,6,32,12,55,37,14,40,7,75,96,100,36,77,57,40,17,90,85,26,46,99,97,21,78,8,35,89,16,70,92,82,100,20,35,82,79,44,23,84,93,80,91,71,97,35,41
d 98,36,7,47,62,1,63,53,4,48,87,5,28,4,19,98,49,99,71,53,68,90,85,80,36,62,35,94,97,0,71,18,99,44,7,15,30,14,78,38,2,8,49,78,6,67,6,87,54,94,93,66,7,52,48,63,55,59,93,34,77,57,39,73,76,56,32,62,41,74,78,49,2,42,75,95,76,40,94,62,72,70,45,8,84,73,99,70,40,32,11,12,22,48,57,61,71,35,15,65
e 69,100,28,57,75,20,92,49,65,93,78,24,42,71,45,77,38,10,33,30,45,37,73,90,40,87,66,28,3,71,0,76,6,97,77,83,50,10,66,1,19,72,41,71,60,8,24,11,48,89,96,40,87,13,43,86,97,61,68,18,34,67,51,47,60,51,3,88,76,27,49,63,54,14,21,59,75,16,58,78,32,47,24,34,53,46,64,64,41,54,97,59,94,68,94,59,89,62,88,41
f 20,24,27,38,65,77,21,22,2,92,51,63,55,67,66,65,97,30,46,78,27,53,51,94,66,35,82,67,33,18,76,0,17,26,16,72,91,92,78,86,49,35,54,45,55,76,12,46,65,82,5,10,97,15,60,98,73,74,33,72,80,17,30,24,83,83,91,85,66,5,69,88,68,9,1,84,32,16,47,62,32,39,57,69,100,72,21,37,64,42,22,49,15,95,98,79,100,86,27,57
g 31,55,84,5,3,64,90,47,55,69,4,83,46,6,68,15,78,61,90,91,17,88,39,10,95,51,43,13,33,99,6,17,0,20,11,61,35,7,11,41,82,57,66,55,21,72,69,18,18,2,39,97,56,76,7,78,35,50,45,30,47,11,44,75,89,44,45,82,68,45,73,80,37,2,91,12,31,32,52,49,61,5,90,27,44,99,39,1,9,14,48,79,2,9,42,66,64,44,39,32
h 36,23,61,22,32,98,98,42,9,69,4,13,1,75,60,35,31,7,67,51,85,48,35,5,20,76,95,56,91,44,97,26,20,0,30,56,10,83,45,18,33,64,30,37,66,93,37,72,15,98,15,60,2,79,6,62,36,39,36,12,89,4,52,37,93,11,15,49,91,24,77,74,2,100,37,8,43,91,68,71,45,85,70,99,24,7,97,94,69,22,94,65,86,37,48,36,18,27,77,88
i 12,64,7,20,94,14,78,22,84,5,46,59,9,72,17,24,67,13,36,20,28,84,33,10,29,61,88,30,74,7,77,16,11,30,0,12,13,53,18,38,38,59,32,72,69,87,87,33,62,8,60,2,68,2,65,58,13,25,14,62,42,21,47,29,72,14,20,6,97,36,100,21,60,9,47,76,48,49,44,33,64,79,75,94,95,72,60,45,77,13,30,100,33,41,46,19,42,49,76,68
j 71,96,82,34,49,29,91,4,47,24,8,63,35,50,11,39,65,79,57,83,61,82,56,30,34,21,45,84,2,15,83,72,61,56,12,0,40,72,28,29,49,71,58,1,91,22,25,49,50,55,79,99,55,90,20,33,31,45,31,2,7,16,97,43,45,99,88,6,94,59,74,54,1,69,84,21,100,63,88,69,23,56,80,14,60,64,93,77,76,97,47,3,55,66,17,45,82,54,5,34
k 66,19,55,49,3,48,17,81,95,72,43,11,28,70,56,43,39,81,50,1,47,28,24,73,16,76,8,28,68,30,50,91,35,10,13,40,0,24,43,27,8,8,24,53,88,91,81,5,87,29,85,16,20,8,24,13,88,73,28,50,13,41,62,73,57,95,29,32,43,67,76,35,37,51,88,5,2,38,81,27,83,5,94,77,37,100,88,93,76,39,49,74,77,61,56,85,40,83,18,54
l 10,92,46,56,98,51,68,11,65,42,42,32,77,67,65,92,96,32,17,14,46,89,82,35,94,70,87,26,37,14,10,92,7,83,53,72,24,0,45,89,2,78,72,76,91,42,10,23,32,61,78,12,42,41,74,63,56,100,14,82,33,58,39,96,61,76,68,28,67,8,49,33,91,58,6,37,43,87,36,85,32,59,81,98,100,13,23,71,58,75,2,59,23,45,88,62,46,98,38,83
m 72,57,5,91,89,45,11,94,26,97,69,54,82,44,76,1,90,96,43,15,47,78,84,1,64,7,49,33,68,78,66,78,11,45,18,28,43,45,0,99,22,89,15,62,37,82,51,25,30,70,8,55,16,33,94,99,44,2,33,15,14,45,32,20,28,33,15,13,40,57,63,45,41,72,43,60,93,66,45,54,61,86,82,14,70,84,51,63,7,88,90,70,100,10,83,63,55,32,32,86
n 95,78,57,60,24,28,52,12,71,51,69,58,39,90,63,9,80,77,35,27,23,49,72,19,37,86,80,26,81,38,1,86,41,18,38,29,27,89,99,0,58,32,50,20,37,9,3,30,66,15,21,32,14,25,71,85,100,60,23,84,50,100,40,28,28,87,79,51,20,79,46,100,40,59,15,51,49,27,26,14,12,74,3,9,34,22,64,76,62,51,38,4,83,66,72,6,17,100,9,68
o 89,17,87,20,61,1,88,5,23,92,11,43,17,31,77,4,80,44,36,53,73,35,29,54,6,32,2,51,17,2,19,49,82,33,38,49,8,2,22,58,0,28,68,24,67,100,78,37,88,6,2,85,81,26,87,66,74,100,39,6,84,19,22,1,67,80,94,35,79,57,1,10,74,5,78,95,100,58,94,83,68,20,95,86,89,68,73,37,48,96,5,69,12,89,1,62,64,34,25,48
p 46,87,21,5,32,2,18,29,12,71,55,48,62,14,43,24,97,100,6,92,65,2,75,41,55,7,89,72,77,8,72,35,57,64,59,71,8,78,89,32,28,0,95,17,80,92,75,44,13,36,40,11,30,10,54,23,4,56,65,41,62,76,36,40,97,25,10,98,59,34,4,97,1,14,43,56,28,1,1,60,25,15,39,77,86,44,74,62,68,70,70,39,40,78,96,95,64,98,52,58
q 43,45,72,11,28,94,93,28,78,83,95,86,87,59,1,35,94,57,84,8,59,67,27,65,85,3,78,38,12,49,41,54,66,30,32,58,24,72,15,50,68,95,0,1,62,96,89,47,38,67,21,9,61,64,78,76,34,51,48,47,55,18,67,36,63,2,55,99,12,4,40,40,61,66,11,57,14,91,52,61,26,76,26,45,31,79,99,48,38,56,6,43,22,50,80,96,82,8,70,74
r 8,86,39,97,9,13,80,32,31,10,27,39,70,80,29,73,36,98,61,5,83,59,67,16,63,33,61,47,72,78,71,45,55,37,72,1,53,76,62,20,24,17,1,0,70,85,3,1,23,43,82,32,2,8,81,65,40,76,65,100,32,39,51,45,15,87,55,79,49,55,6,7,85,32,35,81,11,99,85,51,10,76,80,84,59,78,100,90,81,94,92,21,55,40,15,62,37,79,84,75
s 20,38,46,20,24,76,67,70,85,27,61,36,12,82,31,17,89,20,16,66,14,65,85,53,80,89,50,41,85,6,60,55,21,66,69,91,88,91,37,37,67,80,62,70,0,66,45,51,58,52,67,96,72,56,49,2,20,8,46,6,34,50,55,62,50,58,84,76,22,67,32,50,71,97,55,32,78,47,69,40,27,84,40,74,56,34,14,84,53,95,13,14,54,27,30,31,65,42,20,58
t 68,32,66,30,10,54,99,97,43,71,97,34,3,63,55,93,35,91,41,50,86,51,44,59,13,57,52,8,26,67,8,76,72,93,87,22,91,42,82,9,100,92,96,85,66,0,76,8,90,39,32,52,35,81,17,19,37,34,42,100,29,69,17,24,21,11,74,17,38,34,41,59,6,5,44,37,29,58,36,92,98,10,37,59,1,77,42,2,62,16,63,74,7,45,74,25,91,7,89,76
u 62,15,73,59,70,48,1,46,99,85,70,50,100,49,65,66,33,18,54,18,54,15,57,22,87,25,56,80,96,6,24,12,69,37,87,25,81,10,51,3,78,75,89,3,45,76,0,42,18,20,95,98,67,85,90,59,39,47,71,35,6,71,84,1,19,67,57,43,27,38,2,70,84,77,71,64,99,20,52,73,48,40,37,52,39,46,59,24,21,33,21,92,96,38,43,66,75,56,34,87
v 38,84,62,31,33,59,71,20,75,82,27,27,24,81,88,95,55,83,28,1,16,64,94,5,67,24,57,43,72,87,11,46,18,72,33,49,5,23,25,30,37,44,47,1,51,8,42,0,28,2,51,68,72,84,15,74,73,4,99,9,6,95,74,19,69,39,39,64,99,29,42,5,27,21,18,8,80,69,89,47,73,42,4,100,61,70,83,34,43,10,2,82,43,60,14,48,50,26,82,5
w 15,23,26,68,9,64,66,86,76,83,54,33,39,72,96,68,65,34,7,21,23,69,85,52,94,60,89,13,20,54,48,65,18,15,62,50,87,32,30,66,88,13,38,23,58,90,18,28,0,26,85,29,1,46,94,74,38,81,55,20,51,43,75,91,4,55,37,31,98,72,39,76,34,54,44,10,60,59,11,91,14,64,71,25,43,29,61,18,49,81,36,25,74,7,39,42,88,34,72,34
x 13,30,32,70,10,5,99,45,20,97,39,39,100,24,39,53,82,80,84,72,9,39,69,93,42,100,53,21,9,94,89,82,2,98,8,55,29,61,70,15,6,36,67,43,52,39,20,2,26,0,65,69,90,27,46,15,9,64,67,37,17,54,54,10,88,34,97,12,83,88,22,50,14,78,3,70,66,27,93,10,27,20,70,7,94,54,28,71,84,66,44,100,31,1,79,24,49,53,59,34
aA 53,50,35,6,64,56,45,48,64,68,53,82,40,54,40,64,92,13,92,9,52,49,8,87,74,61,19,38,70,93,96,5,39,15,60,79,85,78,8,21,2,40,21,82,67,32,95,51,85,65,0,41,10,80,61,49,90,88,82,2,30,47,3,10,97,100,83,70,60,77,5,19,67,40,76,29,60,45,86,21,10,75,68,9,84,97,20,81,87,14,26,35,19,68,26,13,85,80,20,33
aB 48,46,43,96,14,57,50,53,47,37,73,42,4,3,84,53,63,76,63,53,49,72,83,95,48,71,87,19,37,66,40,10,97,60,2,99,16,12,55,32,85,11,9,32,96,52,98,68,29,69,41,0,3,45,41,41,20,93,86,56,95,39,11,15,69,67,44,66,87,98,21,32,6,97,4,87,32,32,13,60,85,3,41,68,59,28,95,31,5,27,53,47,48,25,92,63,32,48,96,14
aC 44,30,55,20,86,100,29,77,65,51,47,58,2,58,95,14,20,82,100,24,16,71,16,46,13,38,9,91,99,7,87,97,56,2,68,55,20,42,16,14,81,30,61,2,72,35,67,72,1,90,10,3,0,26,27,74,44,88,80,73,46,22,22,65,23,45,51,13,21,66,93,30,49,34,45,4,87,31,99,53,91,16,87,80,1,38,58,73,1,19,87,39,11,98,8,96,25,11,1,11
aD 60,43,34,16,36,8,29,6,1,9,100,92,78,78,11,19,54,12,24,44,41,53,98,50,100,5,75,38,64,52,13,15,76,79,2,90,8,41,33,25,26,10,64,8,56,81,85,84,46,27,80,45,26,0,91,84,53,73,60,10,45,64,100,93,18,55,28,39,57,57,8,73,42,85,61,68,8,91,30,78,44,96,44,19,34,15,21,31,12,100,9,23,89,10,64,61,92,14,60,69
aE 28,17,36,99,97,55,94,84,26,63,96,30,29,47,52,57,21,61,5,10,26,25,5,83,10,59,51,63,6,48,43,60,7,6,65,20,24,74,94,71,87,54,78,81,49,17,90,15,94,46,61,41,27,91,0,44,44,56,55,4,2,43,31,46,2,77,22,39,86,82,35,4,26,70,95,11,30,93,3,7,45,77,26,51,1,90,27,38,58,84,16,51,65,33,45,37,53,5,50,1
aF 65,94,56,11,69,93,60,90,5,84,2,16,85,54,97,37,38,36,100,93,94,45,18,60,50,87,92,10,32,63,86,98,78,62,58,33,13,63,99,85,66,23,76,65,2,19,59,74,74,15,49,41,74,84,44,0,53,20,47,80,4,79,37,62,100,15,74,60,10,42,6,32,85,94,71,22,46,91,13,62,43,46,30,92,68,69,62,87,9,2,90,22,3,71,47,69,3,59,9,2
aG 13,29,98,95,78,55,17,10,16,54,30,48,44,62,88,99,4,84,71,79,11,45,29,30,58,60,8,30,12,55,97,73,35,36,13,31,88,56,44,100,74,4,34,40,20,37,39,73,38,9,90,20,44,53,44,53,0,54,70,33,13,68,39,37,39,78,64,11,83,63,18,59,98,2,6,38,88,14,80,68,80,32,64,36,13,23,48,86,17,9,38,58,54,40,90,74,98,60,35,11
aH 23,1,51,64,19,30,64,34,77,29,83,87,64,15,24,59,61,98,49,48,78,23,48,85,1,51,3,30,55,59,61,74,50,39,25,45,73,100,2,60,100,56,51,76,8,34,47,4,81,64,88,93,88,73,56,20,54,0,84,8,97,41,73,59,78,58,11,17,25,28,27,61,11,89,98,29,81,93,55,3,96,44,92,33,2,63,9,50,96,53,47,85,39,81,70,70,4,10,3,20
aI 43,92,15,90,34,85,2,28,87,65,51,3,86,23,86,31,65,72,64,80,78,38,93,34,95,87,29,46,37,93,68,33,45,36,14,31,28,14,33,23,39,65,48,65,46,42,71,99,55,67,82,86,80,60,55,47,70,84,0,85,98,52,41,75,32,44,95,48,16,19,66,31,79,80,53,61,63,63,11,37,61,95,72,27,49,33,30,85,56,30,89,19,41,27,17,65,44,95,4,87
aJ 17,92,73,31,85,42,93,9,42,1,37,92,86,73,14,64,30,44,67,30,40,32,49,82,72,81,100,97,14,34,18,72,30,12,62,2,50,82,15,84,6,41,47,100,6,100,35,9,20,37,2,56,73,10,4,80,33,8,85,0,65,71,98,95,59,8,17,26,8,49,83,22,53,12,38,41,99,54,66,67,35,64,85,12,60,41,56,89,77,96,84,52,2,69,36,64,39,92,72,21
aK 28,100,5,55,14,4,85,47,46,56,2,6,99,95,61,15,90,60,56,5,84,64,28,27,69,83,49,47,40,77,34,80,47,89,42,7,13,33,14,50,84,62,55,32,34,29,6,6,51,17,30,95,46,45,2,4,13,97,98,65,0,65,75,5,84,36,39,90,83,81,42,59,59,11,33,5,21,46,15,41,24,52,87,81,32,36,85,93,75,44,36,38,92,18,38,34,98,39,3,8
aL 11,54,5,40,97,88,39,52,14,61,32,33,92,95,14,65,58,72,26,63,47,52,21,38,99,80,51,97,7,57,67,17,11,4,21,16,41,58,45,100,19,76,18,39,50,69,71,95,43,54,47,39,22,64,43,79,68,41,52,71,65,0,95,83,84,2,2,78,82,17,21,13,69,44,49,22,58,53,61,2,38,15,89,6,87,89,98,96,78,30,43,93,21,52,55,26,70,55,30,79
aM 67,52,52,15,71,29,72,40,55,73,55,91,44,72,77,92,89,44,75,87,89,4,54,81,30,95,44,94,75,39,51,30,44,52,47,97,62,39,32,40,22,36,67,51,55,17,84,74,75,54,3,11,22,100,31,37,39,73,41,98,75,95,0,13,90,20,91,19,47,77,75,52,45,23,7,35,66,49,87,24,82,100,69,22,71,62,98,32,63,55,65,88,31,65,31,9,12,76,61,93
aN 44,20,100,54,56,92,65,82,37,16,19,48,73,41,14,64,79,80,81,40,48,34,75,40,35,12,74,21,96,73,47,24,75,37,29,43,73,96,20,28,1,40,36,45,62,24,1,19,91,10,10,15,65,93,46,62,37,59,75,95,5,83,13,0,88,87,97,11,78,12,64,92,27,83,81,88,89,19,60,55,93,75,37,83,13,66,33,7,99,52,85,4,98,19,94,54,28,56,74,31
aO 84,6,43,65,86,67,47,24,37,57,53,31,70,8,27,81,54,93,60,87,90,96,92,95,19,30,63,34,100,76,60,83,89,93,72,45,57,61,28,28,67,97,63,15,50,21,19,69,4,88,97,69,23,18,2,100,39,78,32,59,84,84,90,88,0,4,26,35,45,90,81,15,69,12,52,56,34,27,21,26,15,9,38,33,42,57,7,30,94,30,48,10,21,9,99,66,37,84,28,61
aP 92,89,32,12,86,87,32,44,7,29,63,26,16,15,62,55,94,38,82,91,25,89,2,69,88,43,43,49,36,56,51,83,44,11,14,99,95,76,33,87,80,25,2,87,58,11,67,39,55,34,100,67,45,55,77,15,78,58,44,8,36,2,20,87,4,0,13,9,75,27,16,71,32,43,79,80,5,56,12,58,95,54,71,45,61,49,66,50,14,15,3,55,72,59,39,10,24,86,92,81
aQ 74,89,21,44,29,95,97,8,28,93,70,69,84,87,87,34,82,34,15,67,8,21,91,11,28,100,82,45,77,32,3,91,45,15,20,88,29,68,15,79,94,10,55,55,84,74,57,39,37,97,83,44,51,28,22,74,64,11,95,17,39,2,91,97,26,13,0,54,1,88,13,71,49,86,21,93,52,52,34,52,99,19,31,44,73,31,36,74,97,72,51,45,42,81,45,12,1,86,67,38
aR 98,81,40,77,78,1,99,90,50,90,73,100,61,36,87,47,9,27,65,32,100,93,7,17,9,27,17,36,57,62,88,85,82,49,6,6,32,28,13,51,35,98,99,79,76,17,43,64,31,12,70,66,13,39,39,60,11,17,48,26,90,78,19,11,35,9,54,0,25,70,54,52,30,100,31,99,23,76,76,70,26,99,85,34,50,41,70,18,82,28,7,36,60,30,38,88,47,2,32,42
aS 57,74,37,12,98,100,57,7,32,4,32,40,40,48,33,48,94,99,70,70,87,92,64,74,68,77,39,13,40,41,76,66,68,91,97,94,43,67,40,20,79,59,12,49,22,38,27,99,98,83,60,87,21,57,86,10,83,25,16,8,83,82,47,78,45,75,1,25,0,23,61,56,11,87,7,61,51,88,28,76,68,3,59,30,51,36,92,65,46,37,7,47,75,73,75,94,31,33,21,23
